debate,speaker,text
dem_primary_debate_2_19_20,BIDEN,I've spent more time in Mexico than anybody. Could I get a chance to say something? 
dem_primary_debate_2_19_20,BUTTIGIEG,"Well, hold on. "
dem_primary_debate_2_19_20,HOLT,Mr. Vice President? 
dem_primary_debate_2_19_20,SANDERS,Si. 
dem_primary_debate_2_19_20,BIDEN,"Si, thank you. "
dem_primary_debate_2_19_20,SANDERS,"Si, si. "
dem_primary_debate_2_19_20,BIDEN,"Look, I'm the only one who's spent extensive -- hundreds of hours in Latin America. I've met with this president. I've met with the last president, the one before that. I've been deeply involved in making sure that we have a policy that makes more sense than this god-awful president we have now. I'm the guy that put together $750 million to provide help for those Latin American countries that are the reason why people are leaving, because there's nothing for them to stay for. I've spent hours and hours and hours. And so you want to talk about experience in Washington, it's good to know with whom you're talking. It's good to know what they think. It's good to know what you think. And it's good to be able to have a relationship. That's what it's about. [applause] "
dem_primary_debate_2_19_20,HOLT,"All right. Well, we -- clearly everybody is warmed up. We're going to take a short break and kick off the next hour with a topic many voters have said is top of mind, the climate crisis. We're back in a moment. [commercial break] "
dem_primary_debate_2_19_20,HOLT,"Welcome back. We received hundreds of questions from Democratic voters, and many of them were about the climate crisis. It's an issue that uniquely impacted Nevadans. Jon Ralston from the Nevada Independent kicks us off now. "
dem_primary_debate_2_19_20,RALSTON,"So y'all ready to play some Nevada trivia now? I'm only half-joking here. Let's talk about this issue, because it's up there in polls. Voters are really concerned about it, as you all know. What you might not know is that Las Vegas and Reno are the vibrant economic engines for the state of Nevada and are also two of the fastest warming cities in the country. In certain months of the year, the heat is already an emergency situation for residents and for tourists walking up and down the Strip. So I'm going to start with you, Mr. Vice President. What specific policies would you implement that would keep Las Vegas and Reno livable, but also not hurt those economies? "
dem_primary_debate_2_19_20,BIDEN,"It is the existential threat humanity faces, global warming. I went out to tech -- you have a facility where you have one of the largest, largest solar panel arrays in the world. And it's -- when the fourth stage is completed, it will be able to take care of 60,000 homes for every single bit of their needs. And what I would do is, number one, work on providing the $47 billion we have for tech and for -- to making sure we find answers is to find a way to transmit that wind and solar energy across the network in the United States. Invest in battery technology. I would immediately reinstate all of the elimination of -- of what Trump has eliminated in terms of the EPA. I would secondly make sure that we had 500,000 new charging stations in every new highway we built in the United States of America or repaired. I would make sure that we once again made sure that we got the mileage standards back up which would have saved over 12 billion barrels of oil, had he not walked away from it. And I would invest in rail, in rail. Rail can take hundreds of thousands, millions of cars off the road if we have high-speed rail. "
dem_primary_debate_2_19_20,RALSTON,"Thank you, Mr. Vice president. I want to get some of the rest of you in on this because y'all have plans. Mayor Bloomberg, let me read -- let me read what you've said about this issue. You said you want to intensify U.S. and international actions to stop the expansion of coal. How exactly are you going to do that? "
dem_primary_debate_2_19_20,BLOOMBERG,"Well, already we've closed 304 out of the 530 coal-fired power plants in the United States, and we've closed 80 out of the 200 or 300 that are in Europe, Bloomberg Philanthropies, working with the Sierra Club, that's one of the things you do. But let's just start at the beginning. If you're president, the first thing you do the first day is you rejoin the Paris Agreement. This is just ridiculous for us to drop out. [applause] Two, America's responsibility is to be the leader in the world. And if we don't, we're the ones that are going to get hurt just as much as anybody else. And that's why I don't want to have us cut off all relationships with China, because you will never solve this problem without China and India, Western Europe, and America. That's where most of the greenhouse... "
dem_primary_debate_2_19_20,RALSTON,I just... 
dem_primary_debate_2_19_20,BLOOMBERG,"Let me just finish one other thing. I believe -- and you can tell my whether this is right -- but the solar array that the vice president is talking about is being closed because it's not economic, that you can put solar panels in into modern technology even more modern than that. "
dem_primary_debate_2_19_20,RALSTON,"All right. Mayor, I just -- I want to let Senator Warren jump in here, just because you've said something that's really specific to Nevada. And the tension here in this state is between people who want renewable energy and people who want conservation on public lands. Eighty-five percent of Nevada is managed by the federal government. You have said that you were going to have an executive order that would stop drilling on public lands, stop mining, which is a huge industry here. You've got to have lithium, you've got to have copper for renewable energy. How do you do that? "
dem_primary_debate_2_19_20,WARREN,"So, look, I think we should stop all new drilling and mining on public lands and all offshore drilling. If we need to make exceptions because there are specific minerals that we've got to have access to, then we locate those and we do it not in a way that just is about the profits of giant industries, but in a way that is sustainable for the environment. We cannot continue to let our public lands be used for profits by those who don't care about our environment and are not making it better. Look, I'm going to say something that is really controversial in Washington, but I think I'm safe to say this here in Nevada. I believe in science. [applause] And I believe that the way that we're going to deal with this problem is that we are going to increase by tenfold our investment in science. There's an upcoming $27 trillion market worldwide for green. And much of what is needed has not yet been invented. My proposal is, let's invent it here in the United States and then say, we invent it in the U.S., you've got to build it in the U.S. "
dem_primary_debate_2_19_20,TODD,We're going to... 
dem_primary_debate_2_19_20,WARREN,That's a million new manufacturing jobs. [crosstalk] 
dem_primary_debate_2_19_20,TODD,"We're going to stick to this topic. But, Senator Sanders, I'm going to move to fracking. You want a total ban on natural gas extraction, fracking, in the next five years. The industry, obviously, supports a lot of jobs around the country, including thousands in the battleground state of Pennsylvania. One union official there told the New York Times, quote, ""If we end up with a Democratic candidate that supports a fracking ban, I'm going to tell my members that either you don't vote or you vote for the other guy."" What do you tell these workers, it's supporting a big industry right now, sir? "
dem_primary_debate_2_19_20,SANDERS,"What I tell these workers is that the scientists are telling us that if we don't act incredibly boldly within the next six, seven years, there will be irreparable damage done not just in Nevada, not just to Vermont or Massachusetts, but to the entire world. Joe said it right: This is an existential threat. You know what that means, Chuck? That means we're fighting for the future of this planet. [applause] And the Green New Deal that I support, by the way, will create up to 20 million good-paying jobs as we move our energy system away from fossil fuel to energy efficiency and sustainable energy. This is a moral issue, my friends. We have to take the responsibility of making sure that the planet we leave our children and grandchildren is a planet that is healthy and habitable. That is more important than the profits of the fossil fuel industry. [applause] "
dem_primary_debate_2_19_20,TODD,"I want to keep this going. Senator Klobuchar, you're not on the same page on a total ban of fracking. You call it a transitional fuel. But scientists are sounding this alarm now. Do you take these warnings that maybe fracking is a step backwards, not a step forward, not a transition? "
dem_primary_debate_2_19_20,KLOBUCHAR,"I have made it very clear that we have to review all of the permits that are out there right now for natural gas and then make decisions on each one of them and then not grant new ones until we make sure that it's safe. But it is a transitional fuel. And I want to add something that really hasn't been brought up by my colleagues. This is a crisis, and a lot of our plans are very similar to get to carbon neutral by 2045, 2050, something like that. But we're not going to be able to pass this unless we bring people with us. I'm looking at these incredible senators from Nevada -- Catherine Cortez Masto and Jacky Rosen -- and I'm thinking that they know how important this is. And you can do this in a smart way. One, get back into that international climate change agreement. Two, clean power rules, bring those back. And the president can do this herself without Congress, as well as the gas mileage standard. But when it comes to putting a price on carbon -- this is very important, Chuck -- we have to make sure that that money goes back directly as dividends to the people that are going to need help for paying their bills. Otherwise, we're not going to pass it. "
dem_primary_debate_2_19_20,TODD,Senator Warren... 
dem_primary_debate_2_19_20,KLOBUCHAR,So there has to be a heart to the policy to get this done. 
dem_primary_debate_2_19_20,TODD,"Senator Warren, address the worker issue, if you don't mind, as well. Can you address the worker issue? "
dem_primary_debate_2_19_20,WARREN,Yes. We can have a Green New Deal and create jobs. We need people in infrastructure who will help build. We have manufacturing... 
dem_primary_debate_2_19_20,TODD,"They could lose that job tomorrow, though. That's what they're concerned about. "
dem_primary_debate_2_19_20,WARREN,"Yes, those jobs are for tomorrow. Those are the ones we need to be working on to harden our infrastructure right now. But listen to Senator Klobuchar's point. She says we have to think smaller in order to get it passed. I don't think that's the right approach here. Why can't we get anything passed in Washington on climate? Everyone understands the urgency, but we've got two problems. The first is corruption, an industry that makes its money felt all through Washington. The first thing I want to do in Washington is pass my anti-corruption bill so that we can start making the changes we need to make on climate. And the second is the filibuster. If you're not willing to roll back the filibuster, then you're giving the fossil fuel industry a veto overall of the work that we need to do. [crosstalk] "
dem_primary_debate_2_19_20,TODD,"Thank you. Vanessa -- Senator, thank you, Vanessa has got the next question. "
dem_primary_debate_2_19_20,KLOBUCHAR,Can I respond? She mentioned me. [crosstalk] 
dem_primary_debate_2_19_20,HAUC,"Vice President Biden, you have said that you want to hold oil and gas executives accountable for their role in harming our planet. You have even suggested that you might put them in jail. Which companies are you talking about? And how far are you willing to go? "
dem_primary_debate_2_19_20,BIDEN,"I'm willing to go as far as we have to. First of all, I would eliminate all the subsidies we have for oil and gas, eliminate it, period. That would save millions and millions -- billions of dollars. [applause] Number two, I think that any executive who is engaged -- and by the way, minority communities are the communities that are being most badly hurt by the way in which we deal with climate change. They are the ones that become the victims. That's where the asthma is, that's where the groundwater supply has been polluted. That's where, in fact, people, in fact, do not have the opportunity to be able to get away from everything from asbestos in the walls of our schools. I have a trillion-dollar program for infrastructure. That will provide for thousands and thousands of new jobs, not $15 an hour, but $50 an hour, plus benefits, unions, unions being able to do that. [applause] And what it does is, it will change the nature -- look, here's the last point I want -- and my time is going to run out. Here's the last point I want to make to you. On day one, when I'm elected president, I'm going to invite all of the members of the Paris Accord to Washington, D.C. They make up 85 percent of the problem. They know me. I'm used to dealing with international relations. I will get them to up the ante in a big way. "
dem_primary_debate_2_19_20,HAUC,"Vice President Biden, you didn't answer my questions. "
dem_primary_debate_2_19_20,BIDEN,I thought I did. I'm sorry. 
dem_primary_debate_2_19_20,HAUC,What would you do with these companies that are responsible for the destruction of our planet? 
dem_primary_debate_2_19_20,BIDEN,"What would I do with them? I would make sure they, number one, stop. Number two, if you demonstrate that they, in fact, have done things already that are bad and they've been lying, they should be able to be sued, they should be able to be held personally accountable, and they should -- and not only the company, not the stockholders, but the CEOs of those companies. They should be engaged. And it's a little bit like -- look, this is the industries we should be able to sue. We should go after -- just like we did the drug companies, just like we did with the tobacco companies. The only company we can't go after are gun manufacturers, because of my buddy here. But that's a different story... "
dem_primary_debate_2_19_20,HOLT,"We're going to stay on the topic. My question is to Mayor Bloomberg. Mayor Bloomberg, your business is heavily invested in China. I think you mentioned that a few questions back. The number one producer in the world of carbon emissions. How far would you go to force China to reduce those emissions and tackle the climate crisis? "
dem_primary_debate_2_19_20,BLOOMBERG,"Well, you're not going to go to war with them. You have to negotiate with them and try to -- and we've seen how well that works with tariffs that are hurting us. What you have to do is convince the Chinese that it is in their interest, as well. Their people are going to die just as our people are going to die. And we'll work together. In all fairness, the China has slowed down. It's India that is an even bigger problem. But it is an enormous problem. Nobody's doing anything about it. We could right here in America make a big difference. We're closing the coal-fired power plants. If we could enforce some of the rules on fracking so that they don't release methane into the air and into the water, you'll make a big difference. But we're not going to get rid of fracking for a while. And we, incidentally not just natural gas. You frack oil, as well. It is a technique, and when it's done poorly, like they're doing in too many places where the methane gets out into the air, it is very damaging. But it's a transition fuel, I think the senator said it right. We want to go to all renewables. But that's still many years from now. And we -- before I think the senator mentioned 2050 for some data. No scientist thinks the numbers for 2050 are 2050 anymore. They're 2040, 2035. The world is coming apart faster than any scientific study had predicted. We've just got to do something now. [crosstalk] "
dem_primary_debate_2_19_20,HOLT,"Mayor Buttigieg, your thoughts. "
dem_primary_debate_2_19_20,BUTTIGIEG,"Let's be real about the deadline. It's not 2050, it's not 2040, it's not 2030. It's 2020. Because if we don't elect a president who actually believes in climate science now, we will never meet any of the other scientific or policy deadlines that we need to. [applause] So first of all, let's make sure we're actually positioned to win, which, once again, if we put forward two of the most polarizing figures on this stage as the only option, it's going to be a real struggle. Now, I've got a plan to get us carbon neutral by 2050. And I think everybody up here has a plan that more or less does the same. So the real question is, how are we going to actually get it done? We need leadership to make this a national project that breaks down the partisan and political tug of war that prevents anything from getting done. How do you do it? Well, first of all, making sure that those jobs are available quickly. Secondly, ensuring that we are pulling in those very sectors who have been made to feel like they're part of the problem, from farming to industry, and fund as well as urge them to do the right thing. And then global climate diplomacy. I'm a little skeptical of the idea that convincing is going to do the trick when it comes to working with China. America has repeatedly overestimated our ability to shape Chinese ambitions. But what we can do is ensure that we use the hard tools... "
dem_primary_debate_2_19_20,HOLT,"All right, Mayor Buttigieg. [crosstalk] "
dem_primary_debate_2_19_20,HOLT,Senator Warner? 
dem_primary_debate_2_19_20,BUTTIGIEG,... to enforce what has to happen... 
dem_primary_debate_2_19_20,WARREN,"Yes, I want to make sure that the question of environmental justice gets more than a glancing blow in this debate...[applause]...because for generations now in this country, toxic waste dumps, polluting factories have been located in or near communities of color, over and over and over. And the consequences are felt in the health of young African-American babies, it's felt in the health of seniors, people with compromised immune systems. It's also felt economically. Who wants to move into an area where the air smells bad or you can't drink the water? I have a commitment of a trillion dollars to repair the damage that this nation has permitted to inflict on communities of color for generations now. We have to own up to our responsibility. We cannot simply talk about climate change in big, global terms. We need to talk about it in terms of rescuing the communities that have been damaged. "
dem_primary_debate_2_19_20,HOLT,"Senator Warren, thank you. Hallie? [crosstalk] "
dem_primary_debate_2_19_20,JACKSON,"Vice President Biden, I want to ask you about something else that is important to people here. I want to ask you about Latinos, owning one out of every four new small businesses in the United States. Many of them have benefited from President Trump's tax cuts, and they may be hesitant about new taxes or regulations. Will taxes on their small businesses go up under your administration? "
dem_primary_debate_2_19_20,BIDEN,"No. Taxes on small businesses won't go up. As a matter of fact, we're going to make sure there's more money available for small businesses in the Latino community and the black community to be able to get the capital to start businesses. And at the Treasury Department, there's going to be a window available where we significantly increase the amount of money available so people can borrow the money to get started. They have demonstrated they're incredibly successful. We should not be raising taxes on them. We should start rewarding work, not just wealth. That's why we have to change the tax code the way it is. That's why the wealthy have to start to pay their fair share. And that's why we have to focus on giving people the ability to garner wealth, generate wealth. And that's why this whole idea of red-lining, lending to people in areas wasn't the cause of Wall Street failing. The greed of Wall Street was the reason why it occurred, not red-lining. [applause] And lastly I want to say, look, the idea of China, China is -- and their Belt and Road proposal, they're taking the dirtiest coal in the world mostly out of Mongolia and spreading it all around the world. It's clear. Make it clear when you call them to Washington in the first 100 days, if you continue, you will suffer severe consequences because the rest of the world will impose tariffs on everything you're selling because you are undercutting the entire economy. "
dem_primary_debate_2_19_20,JACKSON,"Thank you. Thank you, Mr. Vice President. Mayor Buttigieg, will taxes on those businesses go up under you? "
dem_primary_debate_2_19_20,BUTTIGIEG,"Not if they are small businesses. I mean, what we've got to do is level the playing field, where a company like Amazon or Chevron is paying literally zero on billions of dollars in profits and it puts small businesses, like the ones that are revitalizing my own city, often Latino-owned on our west side, at a disadvantage. We need to recognize that investing in Latino entrepreneurship is not just an investment in the Latino community, it is an investment in the future of America. And it is time for a president who understands the value of immigration in lifting up all of our communities and our country. We're getting the exact opposite message from the current president. And it is time to recognize not just the diversity of the Latino community, but the importance of issues like economic empowerment, like health care, as well as immigration. [crosstalk] "
dem_primary_debate_2_19_20,SANDERS,We have a tax system... [crosstalk] 
dem_primary_debate_2_19_20,WARREN,We have an entrepreneurship gap in America. And that is a gap between white entrepreneurs and black and Latino entrepreneurs. And the principal reason for this is they don't have the money for equity to get the businesses started. It's about a $7 billion gap. We want to have real entrepreneurship and a level playing field. I have a plan to put the $7 billion in to have the fund managed by the people... 
dem_primary_debate_2_19_20,JACKSON,"Senator, thank you. [crosstalk] "
dem_primary_debate_2_19_20,WARREN,... who are routinely cut out. 
dem_primary_debate_2_19_20,SANDERS,When we talk... 
dem_primary_debate_2_19_20,WARREN,It can't just be about taxes. 
dem_primary_debate_2_19_20,JACKSON,"Thank you, Senator. "
dem_primary_debate_2_19_20,WARREN,We need to make an investment to level the playing field and end the black and white wealth... [crosstalk] 
dem_primary_debate_2_19_20,TODD,"Look, I want to get into something. Mayor Bloomberg, the vice president talked about red-lining. "
dem_primary_debate_2_19_20,BLOOMBERG,"As the only one here that started a business, maybe you... "
dem_primary_debate_2_19_20,TODD,"Mayor Bloomberg, you seemed to imply that red-lining and stopping that is -- that stopping red-lining has somehow contributed to the financial crisis. "
dem_primary_debate_2_19_20,BLOOMBERG,"No, that's exactly wrong. "
dem_primary_debate_2_19_20,TODD,"And that was the implication that came out in your quote, so I want to give you a chance to clarify this. "
dem_primary_debate_2_19_20,BLOOMBERG,"I've been well on the record against red-lining since I worked on Wall Street. I was against during the financial crisis. I've been against it since. The financial crisis came about because the people that took the mortgages, packaged them, and other people bought them, those were -- that's where all the disaster was. Red-lining is still a practice some places, and we've got to cut it out. But it's just not true. What I was going to say, maybe we want to talk about businesses. I'm the only one here that I think that's ever started a business. Is that fair? OK. What we need is -- I can tell you in New York City, we had programs, they're mentoring programs for young businesspeople so they can learn how to start a business. We had programs that could get them seed capital. We had programs to get branch banking in their neighborhoods, because if you don't have a branch bank there, you can't get a checking account. You can't get a checking account, you can't get a loan. You can't get a loan, you can't get a mortgage. Then you don't have any wealth. There's ways to fix this. And it doesn't take trillions of dollars. It takes us to focus on the problems of small businesses. [crosstalk] "
dem_primary_debate_2_19_20,TODD,"Senator Sanders, 45 seconds, and then we're going to move on. Senator Sanders, 45 seconds. [applause] "
dem_primary_debate_2_19_20,SANDERS,"You know, when we talk about a corrupt political system, bought by billionaires like Mr. Bloomberg, it manifests itself in a tax code in which not only is Amazon and many other major corporations, some owned by the wealthiest people in this country not paying a nickel in taxes, we have the insane situation that billionaires today, if you can believe it, have an effective tax rate lower than the middle class. So maybe, just maybe... "
dem_primary_debate_2_19_20,BLOOMBERG,But you're re-writing the tax code. Why are you complaining? Who wrote the code? 
dem_primary_debate_2_19_20,SANDERS,You did. You and your campaign... 
dem_primary_debate_2_19_20,BLOOMBERG,You and the other 99 senators. 
dem_primary_debate_2_19_20,SANDERS,You and your -- not me. 
dem_primary_debate_2_19_20,BLOOMBERG,"Oh, come on. "
dem_primary_debate_2_19_20,SANDERS,"You and your campaign contributions electing people who represent the wealthy and the powerful, those are the folks... "
dem_primary_debate_2_19_20,BLOOMBERG,"Yes. Those are the Democrats, thank you. "
dem_primary_debate_2_19_20,SANDERS,"Well, and Republicans, too. And George W. Bush, as well. "
dem_primary_debate_2_19_20,TODD,"Senator Klobuchar, let me -- let me address... "
dem_primary_debate_2_19_20,KLOBUCHAR,I was just... [crosstalk] 
dem_primary_debate_2_19_20,KLOBUCHAR,I was thinking there was going to be a boxing rematch on Saturday in Vegas and those guys should go down there. [laughter] 
dem_primary_debate_2_19_20,TODD,"Senator Klobuchar, I actually want to get you to something about -- Senator Sanders tweeted last year, ""Billionaires should not exist."" "
dem_primary_debate_2_19_20,KLOBUCHAR,OK. 
dem_primary_debate_2_19_20,TODD,What say you? 
dem_primary_debate_2_19_20,KLOBUCHAR,"I believe in capitalism, but I think our -- the goal of someone in government and a president of the United States should be a check on that. I'm not going to limit what people make, but I think right now our tax code is so tilted against regular people and that is what's wrong. I was thinking of your question about small businesses. The small businesses I talked to, they have trouble getting employees because their employees don't have childcare. We should have universal childcare. [applause] And we have not been talking enough about Donald Trump and -- let's just talk about Donald Trump, because he signed that tax bill that helped the wealthy, and he went down to Mar-a-Lago and he said to all his friends, ""You just got a lot richer."" That is Exhibit A. And I can tell you, the hard-working people in Nevada were not in that room. So the key to me is to not limit what people can make, but make sure that we have a government that is fair for everyone. [crosstalk] "
dem_primary_debate_2_19_20,TODD,"So, Senator Sanders, what did you mean that you don't think they should exist? "
dem_primary_debate_2_19_20,SANDERS,I'll tell you what I mean. 
dem_primary_debate_2_19_20,TODD,What did that mean? 
dem_primary_debate_2_19_20,SANDERS,"We have a grotesque and immoral distribution of wealth and income. Mike Bloomberg owns more wealth than the bottom 125 million Americans. That's wrong. That's immoral. That should not be the case when we got a half a million people sleeping out on the street, where we have kids who cannot afford to go to college, when we have 45 million people dealing with student debt. We have enormous problems facing this country, and we cannot continue seeing a situation where, in the last three years, billionaires in this country saw an $850 billion increase in their wealth -- congratulations, Mr. Bloomberg -- but the average American last year saw less than a 1 percent increase in his or her income. That's wrong. [applause] "
dem_primary_debate_2_19_20,TODD,"Mayor Bloomberg, should you exist? "
dem_primary_debate_2_19_20,BLOOMBERG,"I can't speak for all billionaires. All I know is I've been very lucky, made a lot of money, and I'm giving it all away to make this country better. And a good chunk of it goes to the Democratic Party, as well. [applause] "
dem_primary_debate_2_19_20,TODD,Is it too much? Have you earned too much -- has it been an obscene amount of -- should you have earned that much money? 
dem_primary_debate_2_19_20,BLOOMBERG,Yes. I worked very hard for it. And I'm giving it away. 
dem_primary_debate_2_19_20,TODD,"All right, thank you. Hallie? "
dem_primary_debate_2_19_20,JACKSON,"Mayor Buttigieg, Senator Sanders has a proposal that will require all large companies to turn over up to 20 percent of their ownership to employees over time. Is that a good idea? "
dem_primary_debate_2_19_20,BUTTIGIEG,"I think that employee ownership of companies is a great idea. I'm not sure it makes sense to command those companies to do it. If we really want to deliver less inequality in this country, then we've got to start with the tax code and we've got to start with investments in how people are able to live the American dream, which is in serious, serious decline. As a matter of fact, last time I checked, the list of countries to live out the American dream, in other words, to be born at the bottom and come out at the top, we're not even in the top ten. Number one place to live out the American dream right now is Denmark. And as the, I think, lone person on this stage who's not a millionaire, let alone a billionaire, I believe that part of what needs to change is for the voices of the communities that haven't felt heard on Wall Street or in Washington to actually be brought to Capitol Hill. It's why I am building a politics designed around inclusion, designed around belonging, because the one thing that will definitely perpetuate the income inequality we're living with right now is for Donald Trump to be re-elected, because we polarized this country with the wrong nominee. "
dem_primary_debate_2_19_20,JACKSON,"Senator Sanders, it's your policy. [crosstalk] "
dem_primary_debate_2_19_20,SANDERS,"Can I -- to me, right? "
dem_primary_debate_2_19_20,JACKSON,It is your policy. 
dem_primary_debate_2_19_20,SANDERS,"Thank you, it is my policy, and I'm very proud of that policy. All right? What we need to do to deal with this grotesque level of income and wealth inequality is make sure that those people who are working -- you know what, Mr. Bloomberg, it wasn't you who made all that money. Maybe your workers played some role in that, as well. [applause] And it is important that those workers are able to share the benefits, also. When we have so many people who go to work every day and they feel not good about their jobs, they feel like cogs in a machine. I want workers to be able to sit on corporate boards, as well, so they can have some say over what happens to their lives. "
dem_primary_debate_2_19_20,JACKSON,"Mayor Bloomberg, you own a large company. Would you support what Senator Sanders is proposing? "
dem_primary_debate_2_19_20,BLOOMBERG,"Absolutely not. I can't think of a ways that would make it easier for Donald Trump to get re-elected than listening to this conversation. [applause] It's ridiculous. We're not going to throw out capitalism. We tried. Other countries tried that. It was called communism, and it just didn't work. [audience booing] "
dem_primary_debate_2_19_20,WARREN,"So let me make a proposal that will work, that has not only support from a majority of Democrats, but also from a majority of the independents and a majority of Republicans. And that is a two-cent wealth tax on all fortunes above $50 million. You hit a billion, you've got to pay a few pennies more. This is a tax on the top one-tenth of one percent in America. And it permits us to start to restructure our economy. It means we can afford universal childcare for everybody baby in this country age zero to five. It means we can have universal pre-K for every child in America. It means we can raise the wages of every childcare worker and preschool teacher and stop exploiting the black and brown women who do this work. [applause] It means we can put $800 billion into our public schools, quadruple funding for Title I schools. And as a former special education teacher, we could fully fund IDEA so children with disabilities would get the full education they need. [applause] We can do college. We could put $50 billion into our historically black colleges and universities. And we could cancel student loan debt for 43 million Americans. "
dem_primary_debate_2_19_20,HOLT,"Senator, thank you. "
dem_primary_debate_2_19_20,WARREN,"That's something a majority of Americans support, a two-cent wealth tax. It is a question of values. Do we want to invest in Mr. Bloomberg? Or do we want to invest in an entire generation of young students? "
dem_primary_debate_2_19_20,HOLT,"Senator Sanders, my next question is for you. Senator Sanders, our latest NBC News-Wall Street Journal poll released yesterday, two-thirds of all voters said they were uncomfortable with a socialist candidate for president. What do you say to those voters, sir? "
dem_primary_debate_2_19_20,SANDERS,What was the result of that poll? Who was winning? 
dem_primary_debate_2_19_20,HOLT,The question -- the question is to you. 
dem_primary_debate_2_19_20,SANDERS,"The question was that I was winning, and I think by a fairly comfortable margin. Might mention that. But here is the point. Let's talk about democratic socialism. Not communism, Mr. Bloomberg. That's a cheap shot. Let's talk about -- let's talk about what goes on in countries like Denmark, where Pete correctly pointed out they have a much higher quality of life in many respects than we do. What are we talking about? We are living in many ways in a socialist society right now. The problem is, as Dr. Martin Luther King reminded us, we have socialism for the very rich, rugged individualism for the poor. [applause] "
dem_primary_debate_2_19_20,BLOOMBERG,Wait a second. 
dem_primary_debate_2_19_20,SANDERS,"When Donald -- let me finish. When Donald Trump gets $800 million in tax breaks and subsidies to build luxury condominiums, that's socialism for the rich. "
dem_primary_debate_2_19_20,BLOOMBERG,Wait a second. 
dem_primary_debate_2_19_20,SANDERS,"When Walmart -- we have to subsidize Walmart's workers who are on Medicaid and food stamps because the wealthiest family in America pays starvation wages, that's socialism for the rich. [applause] I believe in democratic socialism for working people, not billionaires, health care for all, educational opportunities for all. "
dem_primary_debate_2_19_20,HOLT,"All right, Senator, Senator, thank you. "
dem_primary_debate_2_19_20,SANDERS,"Creating a government that works for all, not just for Mr. Bloomberg. "
dem_primary_debate_2_19_20,HOLT,The question was about socialism. 
dem_primary_debate_2_19_20,BLOOMBERG,What a wonderful country we have. The best known socialist in the country happens to be a millionaire with three houses. What did I miss here? 
dem_primary_debate_2_19_20,SANDERS,"Well, you'll miss that I work in Washington, house one. "
dem_primary_debate_2_19_20,BLOOMBERG,That's the first problem. 
dem_primary_debate_2_19_20,SANDERS,"Live in Burlington, house two. "
dem_primary_debate_2_19_20,BLOOMBERG,That's good. 
dem_primary_debate_2_19_20,SANDERS,"And like thousands of other Vermonters, I do have a summer camp. Forgive me for that. Where is your home? Which tax haven do you have your home? "
dem_primary_debate_2_19_20,BLOOMBERG,"New York City, thank you very much, and I pay all my taxes. And I'm happy to do it because I get something for it. And let me say, I thought the senator next to me was half right. "
dem_primary_debate_2_19_20,WARREN,Elizabeth. 
dem_primary_debate_2_19_20,BLOOMBERG,"I agree we should raise taxes on the -- I disagree with the senator on the wealth tax but I do agree with her that the rich aren't paying their fair share. We should raise taxes on the rich. I did that as mayor in New York City. I raised taxes. And if you take a look at my plans, the first thing I would do is try to convince Congress, because they've got to do it, we can't just order it, to roll back the tax cuts that the Trump administration put in with the -- through Congress. "
dem_primary_debate_2_19_20,HOLT,"All right, Vice President Biden, weigh in on this question of Americans' feeling about socialist candidates. "
dem_primary_debate_2_19_20,BIDEN,"Well, look, let me weigh in on -- you know, for 36 years and as vice president, I was listed as the poorest man in Congress. I made money when I wrote a book about my son and it surprised me how much it sold. First time I've ever made any money. And here's the deal. The fact is that we ought to start rewarding work, not just wealth. The idea that we have a tax rate for corporate America at 21 percent is ridiculous. It should be at 28 percent. That would raise almost $800 billion a year. The idea that we have companies not paying anything at all, they should have a minimum tax of 15 percent. That would raise another $740 billion a year. The idea that you're able to have a capital gains tax that you pay at the rate of 20 percent if you are -- if you're Mike Bloomberg or whomever that has a whole lot of money, and someone else who's paying at -- your staffer is paying at 25 percent is wrong. That would raise another $800 billion. We should be rewarding work, not just wealth. And the American people, the middle class is getting killed, and the poor have no way up. "
dem_primary_debate_2_19_20,HOLT,"All right, Vice President Biden, thank you. Chuck? "
dem_primary_debate_2_19_20,TODD,"Mayor Buttigieg, I want to get you in on this, because, you know, in 2000, you wrote an award-winning essay. You praised Senator Sanders. You specifically praised him for embracing socialism. You have now since said that you are concerned about his policies. But I am curious about this. Are you out of touch with your own generation, millennials by a big chunk embrace his version of democratic socialism, you do not. Are you out of touch with your generation? "
dem_primary_debate_2_19_20,BUTTIGIEG,"No. Look, it's true that I was into Bernie before it was cool. "
dem_primary_debate_2_19_20,SANDERS,Thank you. 
dem_primary_debate_2_19_20,BUTTIGIEG,"He was a congressman at the time. And the qualities I admired then are qualities I still respect a great deal. I never said that I agree with every part of his policy views, then or now. But I appreciate that at least he's straightforward and honest about them. He's honest about the fact that taxes will go up on anybody making more than $29,000 to fund his health care plan, although, again, a little bit vague about how the rest of that gets... "
dem_primary_debate_2_19_20,SANDERS,You're not being honest. Premiums would be eliminated. 
dem_primary_debate_2_19_20,BUTTIGIEG,But you're still raising those taxes. And when you do it... 
dem_primary_debate_2_19_20,SANDERS,"But we're saving people money because they don't pay any premiums, out-of-pocket expenses, co-payments, or deductibles. They're going to be much better off. [applause] "
dem_primary_debate_2_19_20,BUTTIGIEG,"But where is -- where is the other $25 trillion supposed to come from? At a certain point, you've got to do the math. "
